album,artist,date,rank
Blurryface,twenty one pilots,2017-03-11,14
Views,Drake,2017-03-11,15
Moana,Soundtrack,2017-03-11,16
Hamilton: An American Musical,Original Broadway Cast Recording,2017-03-11,17
La La Land,Soundtrack,2017-03-11,18
Illuminate,Shawn Mendes,2017-03-11,19
Joanne,Lady Gaga,2017-03-11,20
Coloring Book,Chance The Rapper,2017-03-11,21
Lemonade,Beyonce,2017-03-11,22
ANTI,Rihanna,2017-03-11,23
4 Your Eyez Only,J. Cole,2017-03-11,24
"The RCA-List, Vol 4",Various Artists,2017-03-11,25
Sremmlife 2,Rae Sremmurd,2017-03-11,26
Birds In The Trap Sing McKnight,Travis Scott,2017-03-11,27
NOW 61,Various Artists,2017-03-11,28
Collage (EP),The Chainsmokers,2017-03-11,29
The Devil Dont Sleep,Brantley Gilbert,2017-03-11,30
Ripcord,Keith Urban,2017-03-11,31
Worthy Of Your Name,Passion,2017-03-11,32
Gold (EP),Jessie James Decker,2017-03-11,33
Sing It Now: Songs Of Faith & Hope,Reba McEntire,2017-03-11,34
Traveller,Chris Stapleton,2017-03-11,35
Suicide Squad: The Album,Soundtrack,2017-03-11,36
Hardwired...To Self-Destruct,Metallica,2017-03-11,37
The Chief,Jidenna,2017-03-11,38
SweetSexySavage,Kehlani,2017-03-11,39
Dangerous Woman,Ariana Grande,2017-03-11,40
The Human Condition,Jon Bellion,2017-03-11,41
Beauty Behind The Madness,The Weeknd,2017-03-11,42
x,Ed Sheeran,2017-03-11,43
Plata O Plomo,Fat Joe &amp; Remy Ma,2017-03-11,44
Death Of A Bachelor,Panic! At The Disco,2017-03-11,45
4Ever,Prince,2017-03-11,46
Act One,Marian Hill,2017-03-11,47
Savage Mode,21 Savage &amp; Metro Boomin,2017-03-11,48
Epic Lit (Version 2),Various Artists,2017-03-11,49
2017 Grammy Nominees,Various Artists,2017-03-11,50
All Your Fault: Pt. 1 (EP),Bebe Rexha,2017-03-11,51
Vessel,twenty one pilots,2017-03-11,52
Dig Your Roots,Florida Georgia Line,2017-03-11,53
The Life Of Pablo,Kanye West,2017-03-11,54
Brett Young,Brett Young,2017-03-11,55
Tangled Up,Thomas Rhett,2017-03-11,56
Back From The Edge,James Arthur,2017-03-11,57
T R A P S O U L,Bryson Tiller,2017-03-11,58
Hero,Maren Morris,2017-03-11,59
This Is Acting,Sia,2017-03-11,60
21,Adele,2017-03-11,61
GTTM: Goin Thru The Motions,PnB Rock,2017-03-11,62
Purpose,Justin Bieber,2017-03-11,63
2014 Forest Hills Drive,J. Cole,2017-03-11,64
Take Care,Drake,2017-03-11,65
Montevallo,Sam Hunt,2017-03-11,66
"""Awaken, My Love!""",Childish Gambino,2017-03-11,67
DS2,Future,2017-03-11,68
Doo-Wops & Hooligans,Bruno Mars,2017-03-11,69
When It's Dark Out,G-Eazy,2017-03-11,70
The Eminem Show,Eminem,2017-03-11,71
Know-It-All,Alessia Cara,2017-03-11,72
Islah,Kevin Gates,2017-03-11,73
The Return Of East Atlanta Santa,Gucci Mane,2017-03-11,74
The Fame,Lady Gaga,2017-03-11,75
FREE 6LACK,6LACK,2017-03-11,76
"good kid, m.A.A.d city",Kendrick Lamar,2017-03-11,77
Lil Uzi Vert Vs. The World,Lil Uzi Vert,2017-03-11,78
Cry Baby,Melanie Martinez,2017-03-11,79
If You're Reading This It's Too Late,Drake,2017-03-11,80
Metallica,Metallica,2017-03-11,81
They Don't Know,Jason Aldean,2017-03-11,82
Badlands,Halsey,2017-03-11,83
Kill The Lights,Luke Bryan,2017-03-11,84
Cleopatra,The Lumineers,2017-03-11,85
