artist,date,rank
Lil Uzi Vert,2017-04-22,27
Lady Gaga,2017-04-22,28
Florida Georgia Line,2017-04-22,29
James Arthur,2017-04-22,30
BTS,2017-04-22,31
Justin Bieber,2017-04-22,32
Little Big Town,2017-04-22,33
Taylor Swift,2017-04-22,34
Coldplay,2017-04-22,35
Jason Aldean,2017-04-22,36
Clean Bandit,2017-04-22,37
Brett Young,2017-04-22,38
Imagine Dragons,2017-04-22,39
Dierks Bentley,2017-04-22,40
Jon Pardi,2017-04-22,41
Beyonce,2017-04-22,42
Khalid,2017-04-22,43
Demon Hunter,2017-04-22,44
Travis Scott,2017-04-22,45
Maren Morris,2017-04-22,46
Julia Michaels,2017-04-22,47
Rae Sremmurd,2017-04-22,48
Rick Ross,2017-04-22,49
Post Malone,2017-04-22,50
Justin Timberlake,2017-04-22,51
Marian Hill,2017-04-22,52
Calvin Harris,2017-04-22,53
Blake Shelton,2017-04-22,54
Carrie Underwood,2017-04-22,55
Zayn,2017-04-22,56
Eminem,2017-04-22,57
KYLE,2017-04-22,58
J. Cole,2017-04-22,59
Lady Antebellum,2017-04-22,60
Chris Brown,2017-04-22,61
Panic! At The Disco,2017-04-22,62
Selena Gomez,2017-04-22,63
Reba McEntire,2017-04-22,64
Halsey,2017-04-22,65
Trey Songz,2017-04-22,66
Gucci Mane,2017-04-22,67
Bob Dylan,2017-04-22,68
Michael Jackson,2017-04-22,69
Sia,2017-04-22,70
Kelsea Ballerini,2017-04-22,71
Chris Stapleton,2017-04-22,72
Trace Adkins,2017-04-22,73
YFN Lucci,2017-04-22,74
Josh Turner,2017-04-22,75
Brantley Gilbert,2017-04-22,76
Lorde,2017-04-22,77
Nicki Minaj,2017-04-22,78
Zedd,2017-04-22,79
Train,2017-04-22,80
Eric Church,2017-04-22,81
Tim McGraw,2017-04-22,82
Linkin Park,2017-04-22,83
Cole Swindell,2017-04-22,84
John Legend,2017-04-22,85
Childish Gambino,2017-04-22,86
Daft Punk,2017-04-22,87
Lauren Daigle,2017-04-22,88
Niall Horan,2017-04-22,89
Harry Styles,2017-04-22,90
Fleetwood Mac,2017-04-22,91
Kygo,2017-04-22,92
Lil Yachty,2017-04-22,93
Brothers Osborne,2017-04-22,94
Kenny Chesney,2017-04-22,95
Luke Combs,2017-04-22,96
Aimee Mann,2017-04-22,97
DJ Khaled,2017-04-22,98
Old Dominion,2017-04-22,99
XXXTENTACION,2017-04-22,100
Drake,2017-04-15,1
Ed Sheeran,2017-04-15,2
Bruno Mars,2017-04-15,3
The Chainsmokers,2017-04-15,4
Metallica,2017-04-15,5
The Weeknd,2017-04-15,6
Trey Songz,2017-04-15,7
Future,2017-04-15,8
Rihanna,2017-04-15,9
Adele,2017-04-15,10
Shawn Mendes,2017-04-15,11
Migos,2017-04-15,12
Sam Hunt,2017-04-15,13
Alessia Cara,2017-04-15,14
Kendrick Lamar,2017-04-15,15
twenty one pilots,2017-04-15,16
Rick Ross,2017-04-15,17
Big Sean,2017-04-15,18
Maroon 5,2017-04-15,19
Ariana Grande,2017-04-15,20
Katy Perry,2017-04-15,21
Justin Bieber,2017-04-15,22
Lady Gaga,2017-04-15,23
Keith Urban,2017-04-15,24
Zayn,2017-04-15,25
Taylor Swift,2017-04-15,26
BTS,2017-04-15,27
Kodak Black,2017-04-15,28
James Arthur,2017-04-15,29
Luke Bryan,2017-04-15,30
Lil Uzi Vert,2017-04-15,31
RaeLynn,2017-04-15,32
Clean Bandit,2017-04-15,33
Coldplay,2017-04-15,34
Rae Sremmurd,2017-04-15,35
Jon Pardi,2017-04-15,36
Khalid,2017-04-15,37
Imagine Dragons,2017-04-15,38
Justin Timberlake,2017-04-15,39
Brett Young,2017-04-15,40
Marian Hill,2017-04-15,41
Florida Georgia Line,2017-04-15,42
Julia Michaels,2017-04-15,43
Eminem,2017-04-15,44
Chris Brown,2017-04-15,45
Post Malone,2017-04-15,46
Travis Scott,2017-04-15,47
Selena Gomez,2017-04-15,48
Jason Aldean,2017-04-15,49
Little Big Town,2017-04-15,50
J. Cole,2017-04-15,51
Sia,2017-04-15,52
Gorillaz,2017-04-15,53
Blake Shelton,2017-04-15,54
Nicki Minaj,2017-04-15,55
KYLE,2017-04-15,56
Gucci Mane,2017-04-15,57
John Legend,2017-04-15,58
Panic! At The Disco,2017-04-15,59
Michael Jackson,2017-04-15,60
Josh Turner,2017-04-15,61
Train,2017-04-15,62
Brantley Gilbert,2017-04-15,63
Thomas Rhett,2017-04-15,64
Beyonce,2017-04-15,65
Zedd,2017-04-15,66
Paul McCartney,2017-04-15,67
Dierks Bentley,2017-04-15,68
Daft Punk,2017-04-15,69
Calvin Harris,2017-04-15,70
Lorde,2017-04-15,71
Kelsea Ballerini,2017-04-15,72
Tim McGraw,2017-04-15,73
Childish Gambino,2017-04-15,74
Linkin Park,2017-04-15,75
Carrie Underwood,2017-04-15,76
Shakira,2017-04-15,77
Steel Panther,2017-04-15,78
Kygo,2017-04-15,79
Eric Church,2017-04-15,80
DJ Snake,2017-04-15,81
Zac Brown Band,2017-04-15,82
Lil Yachty,2017-04-15,83
Luke Combs,2017-04-15,84
Kenny Chesney,2017-04-15,85
Auli'i Cravalho,2017-04-15,86
Cole Swindell,2017-04-15,87
DJ Khaled,2017-04-15,88
Machine Gun Kelly,2017-04-15,89
Chris Stapleton,2017-04-15,90
P!nk,2017-04-15,91
Niall Horan,2017-04-15,92
Meghan Trainor,2017-04-15,93
The Lumineers,2017-04-15,94
Lauren Alaina,2017-04-15,95
Charlie Puth,2017-04-15,96
Luis Fonsi,2017-04-15,97
Martin Garrix,2017-04-15,98
Michael Ray,2017-04-15,99
Boondox,2017-04-15,100
Drake,2017-04-08,1
Ed Sheeran,2017-04-08,2
Bruno Mars,2017-04-08,3
Rick Ross,2017-04-08,4
The Weeknd,2017-04-08,5
The Chainsmokers,2017-04-08,6
Future,2017-04-08,7
Depeche Mode,2017-04-08,8
Rihanna,2017-04-08,9
Shawn Mendes,2017-04-08,10
Adele,2017-04-08,11
Migos,2017-04-08,12
Justin Bieber,2017-04-08,13
Metallica,2017-04-08,14
Sam Hunt,2017-04-08,15
Alessia Cara,2017-04-08,16
Big Sean,2017-04-08,17
twenty one pilots,2017-04-08,18
Maroon 5,2017-04-08,19
Taylor Swift,2017-04-08,20
Ariana Grande,2017-04-08,21
Elevation Worship,2017-04-08,22
BTS,2017-04-08,23
Katy Perry,2017-04-08,24
Zayn,2017-04-08,25
Lady Gaga,2017-04-08,26
Kodak Black,2017-04-08,27
Keith Urban,2017-04-08,28
James Arthur,2017-04-08,29
Clean Bandit,2017-04-08,30
Luke Bryan,2017-04-08,31
Rae Sremmurd,2017-04-08,32
Chuck Berry,2017-04-08,33
Marian Hill,2017-04-08,34
Imagine Dragons,2017-04-08,35
Coldplay,2017-04-08,36
Justin Timberlake,2017-04-08,37
Jon Pardi,2017-04-08,38
Selena Gomez,2017-04-08,39
Spoon,2017-04-08,40
Little Big Town,2017-04-08,41
Khalid,2017-04-08,42
Travis Scott,2017-04-08,43
Florida Georgia Line,2017-04-08,44
Julia Michaels,2017-04-08,45
Sia,2017-04-08,46
Post Malone,2017-04-08,47
Eminem,2017-04-08,48
Gucci Mane,2017-04-08,49
Brett Young,2017-04-08,50
J. Cole,2017-04-08,51
Jason Aldean,2017-04-08,52
John Legend,2017-04-08,53
Beyonce,2017-04-08,54
Nicki Minaj,2017-04-08,55
Linkin Park,2017-04-08,56
Blake Shelton,2017-04-08,57
KYLE,2017-04-08,58
Chris Brown,2017-04-08,59
Brantley Gilbert,2017-04-08,60
Machine Gun Kelly,2017-04-08,61
Lil Uzi Vert,2017-04-08,62
Michael Jackson,2017-04-08,63
Lorde,2017-04-08,64
Train,2017-04-08,65
Daft Punk,2017-04-08,66
Calvin Harris,2017-04-08,67
Josh Turner,2017-04-08,68
Zedd,2017-04-08,69
Panic! At The Disco,2017-04-08,70
Pitbull,2017-04-08,71
DJ Snake,2017-04-08,72
Kehlani,2017-04-08,73
Thomas Rhett,2017-04-08,74
Kendrick Lamar,2017-04-08,75
Auli'i Cravalho,2017-04-08,76
Carrie Underwood,2017-04-08,77
Luke Combs,2017-04-08,78
Kygo,2017-04-08,79
Eric Church,2017-04-08,80
Dierks Bentley,2017-04-08,81
Camila Cabello,2017-04-08,82
Childish Gambino,2017-04-08,83
Lil Yachty,2017-04-08,84
Niall Horan,2017-04-08,85
Tedeschi Trucks Band,2017-04-08,86
Michael Ray,2017-04-08,87
DJ Khaled,2017-04-08,88
Kelsea Ballerini,2017-04-08,89
P!nk,2017-04-08,90
Luis Fonsi,2017-04-08,91
Zara Larsson,2017-04-08,92
Meghan Trainor,2017-04-08,93
Chris Stapleton,2017-04-08,94
Shakira,2017-04-08,95
Kenny Chesney,2017-04-08,96
Russ,2017-04-08,97
G-Eazy,2017-04-08,98
Cole Swindell,2017-04-08,99
Quavo,2017-04-08,100
Ed Sheeran,2017-04-01,1
Metallica,2017-04-01,2
Bruno Mars,2017-04-01,3
Future,2017-04-01,4
The Weeknd,2017-04-01,5
The Chainsmokers,2017-04-01,6
Drake,2017-04-01,7
Rihanna,2017-04-01,8
Justin Bieber,2017-04-01,9
Adele,2017-04-01,10
Migos,2017-04-01,11
Shawn Mendes,2017-04-01,12
twenty one pilots,2017-04-01,13
Maroon 5,2017-04-01,14
Ariana Grande,2017-04-01,15
Big Sean,2017-04-01,16
Alessia Cara,2017-04-01,17
Nicki Minaj,2017-04-01,18
Sam Hunt,2017-04-01,19
Taylor Swift,2017-04-01,20
Josh Turner,2017-04-01,21
Kodak Black,2017-04-01,22
Lady Gaga,2017-04-01,23
Lorde,2017-04-01,24
Katy Perry,2017-04-01,25
Zayn,2017-04-01,26
Selena Gomez,2017-04-01,27
Rae Sremmurd,2017-04-01,28
Imagine Dragons,2017-04-01,29
Little Big Town,2017-04-01,30
Marian Hill,2017-04-01,31
Justin Timberlake,2017-04-01,32
James Arthur,2017-04-01,33
Coldplay,2017-04-01,34
Keith Urban,2017-04-01,35
Jon Pardi,2017-04-01,36
BTS,2017-04-01,37
J. Cole,2017-04-01,38
Eminem,2017-04-01,39
Sia,2017-04-01,40
Luke Bryan,2017-04-01,41
The Shins,2017-04-01,42
Florida Georgia Line,2017-04-01,43
Clean Bandit,2017-04-01,44
Post Malone,2017-04-01,45
Julia Michaels,2017-04-01,46
Michael Jackson,2017-04-01,47
Beyonce,2017-04-01,48
Lil Wayne,2017-04-01,49
Travis Scott,2017-04-01,50
Khalid,2017-04-01,51
Jason Aldean,2017-04-01,52
Thomas Rhett,2017-04-01,53
Panic! At The Disco,2017-04-01,54
Gucci Mane,2017-04-01,55
Lil Uzi Vert,2017-04-01,56
Blake Shelton,2017-04-01,57
Train,2017-04-01,58
Brett Young,2017-04-01,59
John Legend,2017-04-01,60
Brantley Gilbert,2017-04-01,61
Daft Punk,2017-04-01,62
KYLE,2017-04-01,63
Chris Brown,2017-04-01,64
Camila Cabello,2017-04-01,65
Auli'i Cravalho,2017-04-01,66
Calvin Harris,2017-04-01,67
Kendrick Lamar,2017-04-01,68
Childish Gambino,2017-04-01,69
Eric Church,2017-04-01,70
DJ Snake,2017-04-01,71
Chris Stapleton,2017-04-01,72
Zac Brown Band,2017-04-01,73
Garth Brooks,2017-04-01,74
Michael Ray,2017-04-01,75
Niall Horan,2017-04-01,76
Carrie Underwood,2017-04-01,77
Zedd,2017-04-01,78
P!nk,2017-04-01,79
Frank Ocean,2017-04-01,80
Bebe Rexha,2017-04-01,81
Linkin Park,2017-04-01,82
Dierks Bentley,2017-04-01,83
Lil Yachty,2017-04-01,84
DJ Khaled,2017-04-01,85
Prince,2017-04-01,86
Meghan Trainor,2017-04-01,87
Kygo,2017-04-01,88
Shakira,2017-04-01,89
The Lumineers,2017-04-01,90
Cole Swindell,2017-04-01,91
Kelsea Ballerini,2017-04-01,92
Russ,2017-04-01,93
Luke Combs,2017-04-01,94
Kenny Chesney,2017-04-01,95
Old Dominion,2017-04-01,96
Machine Gun Kelly,2017-04-01,97
Fleetwood Mac,2017-04-01,98
Nicky Jam,2017-04-01,99
Reba McEntire,2017-04-01,100
Ed Sheeran,2017-03-25,1
Bruno Mars,2017-03-25,2
Future,2017-03-25,3
Metallica,2017-03-25,4
The Weeknd,2017-03-25,5
Rihanna,2017-03-25,6
The Chainsmokers,2017-03-25,7
Drake,2017-03-25,8
Migos,2017-03-25,9
Adele,2017-03-25,10
Shawn Mendes,2017-03-25,11
twenty one pilots,2017-03-25,12
Big Sean,2017-03-25,13
Justin Bieber,2017-03-25,14
Maroon 5,2017-03-25,15
Lady Gaga,2017-03-25,16
Alessia Cara,2017-03-25,17
Sam Hunt,2017-03-25,18
Taylor Swift,2017-03-25,19
Ariana Grande,2017-03-25,20
Katy Perry,2017-03-25,21
Imagine Dragons,2017-03-25,22
Little Big Town,2017-03-25,23
Lorde,2017-03-25,24
Kodak Black,2017-03-25,25
Zayn,2017-03-25,26
Rae Sremmurd,2017-03-25,27
Khalid,2017-03-25,28
Coldplay,2017-03-25,29
Justin Timberlake,2017-03-25,30
BTS,2017-03-25,31
Keith Urban,2017-03-25,32
Marian Hill,2017-03-25,33
Luke Bryan,2017-03-25,34
Garth Brooks,2017-03-25,35
Clean Bandit,2017-03-25,36
J. Cole,2017-03-25,37
Sia,2017-03-25,38
James Arthur,2017-03-25,39
Florida Georgia Line,2017-03-25,40
Eminem,2017-03-25,41
Lil Uzi Vert,2017-03-25,42
Jon Pardi,2017-03-25,43
Julia Michaels,2017-03-25,44
Travis Scott,2017-03-25,45
Beyonce,2017-03-25,46
Gucci Mane,2017-03-25,47
Post Malone,2017-03-25,48
Jason Aldean,2017-03-25,49
Brantley Gilbert,2017-03-25,50
John Legend,2017-03-25,51
Thomas Rhett,2017-03-25,52
Nicki Minaj,2017-03-25,53
Blake Shelton,2017-03-25,54
Michael Jackson,2017-03-25,55
Chris Brown,2017-03-25,56
Selena Gomez,2017-03-25,57
Train,2017-03-25,58
Brett Young,2017-03-25,59
Jon Bellion,2017-03-25,60
Panic! At The Disco,2017-03-25,61
KYLE,2017-03-25,62
Bebe Rexha,2017-03-25,63
Kendrick Lamar,2017-03-25,64
Calvin Harris,2017-03-25,65
DJ Khaled,2017-03-25,66
Daft Punk,2017-03-25,67
Camila Cabello,2017-03-25,68
Niall Horan,2017-03-25,69
Alison Krauss,2017-03-25,70
DJ Snake,2017-03-25,71
Eric Church,2017-03-25,72
Carrie Underwood,2017-03-25,73
Michael Ray,2017-03-25,74
P!nk,2017-03-25,75
Chris Stapleton,2017-03-25,76
Dierks Bentley,2017-03-25,77
Meghan Trainor,2017-03-25,78
Halsey,2017-03-25,79
The Notorious B.I.G.,2017-03-25,80
Zedd,2017-03-25,81
Lil Yachty,2017-03-25,82
Childish Gambino,2017-03-25,83
Kelsea Ballerini,2017-03-25,84
Auli'i Cravalho,2017-03-25,85
Kygo,2017-03-25,86
The Lumineers,2017-03-25,87
Machine Gun Kelly,2017-03-25,88
Nicky Jam,2017-03-25,89
Shakira,2017-03-25,90
Amine,2017-03-25,91
Kenny Chesney,2017-03-25,92
Prince,2017-03-25,93
Noah Cyrus,2017-03-25,94
Reba McEntire,2017-03-25,95
Maluma,2017-03-25,96
Luke Combs,2017-03-25,97
Remy Ma,2017-03-25,98
Cole Swindell,2017-03-25,99
Green Day,2017-03-25,100
Future,2017-03-18,1
Bruno Mars,2017-03-18,2
Ed Sheeran,2017-03-18,3
The Weeknd,2017-03-18,4
The Chainsmokers,2017-03-18,5
Rihanna,2017-03-18,6
Little Big Town,2017-03-18,7
Drake,2017-03-18,8
Migos,2017-03-18,9
Adele,2017-03-18,10
Shawn Mendes,2017-03-18,11
Big Sean,2017-03-18,12
twenty one pilots,2017-03-18,13
Metallica,2017-03-18,14
Justin Bieber,2017-03-18,15
Lady Gaga,2017-03-18,16
Alessia Cara,2017-03-18,17
Aaron Watson,2017-03-18,18
Garth Brooks,2017-03-18,19
John Mayer,2017-03-18,20
Sam Hunt,2017-03-18,21
Maroon 5,2017-03-18,22
Ariana Grande,2017-03-18,23
Taylor Swift,2017-03-18,24
Justin Timberlake,2017-03-18,25
Katy Perry,2017-03-18,26
Kodak Black,2017-03-18,27
Rae Sremmurd,2017-03-18,28
Marian Hill,2017-03-18,29
J. Cole,2017-03-18,30
Keith Urban,2017-03-18,31
Zayn,2017-03-18,32
Beyonce,2017-03-18,33
BTS,2017-03-18,34
Nicki Minaj,2017-03-18,35
Sia,2017-03-18,36
Coldplay,2017-03-18,37
Eminem,2017-03-18,38
Florida Georgia Line,2017-03-18,39
Luke Bryan,2017-03-18,40
Gucci Mane,2017-03-18,41
Brantley Gilbert,2017-03-18,42
James Arthur,2017-03-18,43
Lil Uzi Vert,2017-03-18,44
Jon Pardi,2017-03-18,45
Prince Royce,2017-03-18,46
Michael Jackson,2017-03-18,47
Jon Bellion,2017-03-18,48
Calvin Harris,2017-03-18,49
Julia Michaels,2017-03-18,50
Imagine Dragons,2017-03-18,51
Bebe Rexha,2017-03-18,52
Post Malone,2017-03-18,53
Thomas Rhett,2017-03-18,54
John Legend,2017-03-18,55
Jason Aldean,2017-03-18,56
Selena Gomez,2017-03-18,57
Alison Krauss,2017-03-18,58
Train,2017-03-18,59
Panic! At The Disco,2017-03-18,60
Blake Shelton,2017-03-18,61
Camila Cabello,2017-03-18,62
Niall Horan,2017-03-18,63
Travis Scott,2017-03-18,64
Brett Young,2017-03-18,65
Chris Brown,2017-03-18,66
Clean Bandit,2017-03-18,67
Eric Church,2017-03-18,68
DJ Snake,2017-03-18,69
Kendrick Lamar,2017-03-18,70
Halsey,2017-03-18,71
Chris Stapleton,2017-03-18,72
Prince,2017-03-18,73
DJ Khaled,2017-03-18,74
KYLE,2017-03-18,75
Zedd,2017-03-18,76
Meghan Trainor,2017-03-18,77
Daft Punk,2017-03-18,78
Carrie Underwood,2017-03-18,79
P!nk,2017-03-18,80
Reba McEntire,2017-03-18,81
Brett Eldredge,2017-03-18,82
Lana Del Rey,2017-03-18,83
Dierks Bentley,2017-03-18,84
Machine Gun Kelly,2017-03-18,85
Amine,2017-03-18,86
Lil Yachty,2017-03-18,87
Jason Derulo,2017-03-18,88
Auli'i Cravalho,2017-03-18,89
Kelsea Ballerini,2017-03-18,90
Charlie Wilson,2017-03-18,91
The Lumineers,2017-03-18,92
Michael Ray,2017-03-18,93
Shakira,2017-03-18,94
Remy Ma,2017-03-18,95
Charlie Puth,2017-03-18,96
Chris Young,2017-03-18,97
Kygo,2017-03-18,98
Lorde,2017-03-18,99
Nicky Jam,2017-03-18,100
Future,2017-03-11,1
Ed Sheeran,2017-03-11,2
Bruno Mars,2017-03-11,3
The Weeknd,2017-03-11,4
Drake,2017-03-11,5
Adele,2017-03-11,6
The Chainsmokers,2017-03-11,7
Shawn Mendes,2017-03-11,8
Rihanna,2017-03-11,9
Big Sean,2017-03-11,10
Migos,2017-03-11,11
twenty one pilots,2017-03-11,12
Charlie Wilson,2017-03-11,13
Lady Gaga,2017-03-11,14
Ryan Adams,2017-03-11,15
Maroon 5,2017-03-11,16
Garth Brooks,2017-03-11,17
Ariana Grande,2017-03-11,18
Alison Krauss,2017-03-11,19
BTS,2017-03-11,20
Taylor Swift,2017-03-11,21
Beyonce,2017-03-11,22
Rae Sremmurd,2017-03-11,23
Sam Hunt,2017-03-11,24
Katy Perry,2017-03-11,25
Alessia Cara,2017-03-11,26
Metallica,2017-03-11,27
Justin Bieber,2017-03-11,28
Zayn,2017-03-11,29
J. Cole,2017-03-11,30
Sia,2017-03-11,31
Kodak Black,2017-03-11,32
Keith Urban,2017-03-11,33
Marian Hill,2017-03-11,34
Bebe Rexha,2017-03-11,35
Eminem,2017-03-11,36
Little Big Town,2017-03-11,37
Selena Gomez,2017-03-11,38
Justin Timberlake,2017-03-11,39
Lana Del Rey,2017-03-11,40
Jon Bellion,2017-03-11,41
Lil Uzi Vert,2017-03-11,42
Florida Georgia Line,2017-03-11,43
Brantley Gilbert,2017-03-11,44
James Arthur,2017-03-11,45
Michael Jackson,2017-03-11,46
Gucci Mane,2017-03-11,47
John Legend,2017-03-11,48
Luke Bryan,2017-03-11,49
Jon Pardi,2017-03-11,50
Thomas Rhett,2017-03-11,51
Post Malone,2017-03-11,52
Train,2017-03-11,53
Amine,2017-03-11,54
Jessie James Decker,2017-03-11,55
Imagine Dragons,2017-03-11,56
Jason Aldean,2017-03-11,57
Camila Cabello,2017-03-11,58
Julia Michaels,2017-03-11,59
DJ Khaled,2017-03-11,60
Panic! At The Disco,2017-03-11,61
Travis Scott,2017-03-11,62
Halsey,2017-03-11,63
Niall Horan,2017-03-11,64
Kendrick Lamar,2017-03-11,65
Dustin Lynch,2017-03-11,66
DJ Snake,2017-03-11,67
Brett Young,2017-03-11,68
Clean Bandit,2017-03-11,69
Reba McEntire,2017-03-11,70
Chris Brown,2017-03-11,71
Passion,2017-03-11,72
Linkin Park,2017-03-11,73
Kygo,2017-03-11,74
Machine Gun Kelly,2017-03-11,75
Daft Punk,2017-03-11,76
Blake Shelton,2017-03-11,77
Eric Church,2017-03-11,78
Kelsea Ballerini,2017-03-11,79
KYLE,2017-03-11,80
Carrie Underwood,2017-03-11,81
Chris Stapleton,2017-03-11,82
Coldplay,2017-03-11,83
Meghan Trainor,2017-03-11,84
Prince,2017-03-11,85
Nicki Minaj,2017-03-11,86
Dierks Bentley,2017-03-11,87
Lil Yachty,2017-03-11,88
P!nk,2017-03-11,89
Chance The Rapper,2017-03-11,90
The Lumineers,2017-03-11,91
Maren Morris,2017-03-11,92
DNCE,2017-03-11,93
Kehlani,2017-03-11,94
Nicky Jam,2017-03-11,95
Chris Young,2017-03-11,96
Charlie Puth,2017-03-11,97
Lukas Graham,2017-03-11,98
Michael Ray,2017-03-11,99
PARTYNEXTDOOR,2017-03-11,100
Bruno Mars,2017-03-04,1
Ed Sheeran,2017-03-04,2
Adele,2017-03-04,3
The Weeknd,2017-03-04,4
Lady Gaga,2017-03-04,5
Drake,2017-03-04,6
Big Sean,2017-03-04,7
Migos,2017-03-04,8
The Chainsmokers,2017-03-04,9
Beyonce,2017-03-04,10
twenty one pilots,2017-03-04,11
Rihanna,2017-03-04,12
Shawn Mendes,2017-03-04,13
Taylor Swift,2017-03-04,14
Katy Perry,2017-03-04,15
Zayn,2017-03-04,16
Ariana Grande,2017-03-04,17
Maroon 5,2017-03-04,18
Justin Bieber,2017-03-04,19
Alessia Cara,2017-03-04,20
BTS,2017-03-04,21
Keith Urban,2017-03-04,22
Sia,2017-03-04,23
Metallica,2017-03-04,24
Garth Brooks,2017-03-04,25
Sam Hunt,2017-03-04,26
Joy Villa,2017-03-04,27
Brett Young,2017-03-04,28
Rae Sremmurd,2017-03-04,29
Prince,2017-03-04,30
Reba McEntire,2017-03-04,31
John Legend,2017-03-04,32
Maren Morris,2017-03-04,33
Eminem,2017-03-04,34
Justin Timberlake,2017-03-04,35
Lil Uzi Vert,2017-03-04,36
Brantley Gilbert,2017-03-04,37
Future,2017-03-04,38
J. Cole,2017-03-04,39
Camila Cabello,2017-03-04,40
Little Big Town,2017-03-04,41
Marian Hill,2017-03-04,42
Red Hot Chili Peppers,2017-03-04,43
Thomas Rhett,2017-03-04,44
James Arthur,2017-03-04,45
Michael Jackson,2017-03-04,46
Jon Bellion,2017-03-04,47
Jason Aldean,2017-03-04,48
Kendrick Lamar,2017-03-04,49
Halsey,2017-03-04,50
Gucci Mane,2017-03-04,51
Amine,2017-03-04,52
Lukas Graham,2017-03-04,53
Post Malone,2017-03-04,54
Panic! At The Disco,2017-03-04,55
Daft Punk,2017-03-04,56
Chance The Rapper,2017-03-04,57
Nicki Minaj,2017-03-04,58
Selena Gomez,2017-03-04,59
Florida Georgia Line,2017-03-04,60
Luke Bryan,2017-03-04,61
Train,2017-03-04,62
Imagine Dragons,2017-03-04,63
Jon Pardi,2017-03-04,64
Bebe Rexha,2017-03-04,65
Sturgill Simpson,2017-03-04,66
DJ Snake,2017-03-04,67
Carrie Underwood,2017-03-04,68
DJ Khaled,2017-03-04,69
Travis Scott,2017-03-04,70
Kelsea Ballerini,2017-03-04,71
Blake Shelton,2017-03-04,72
Niall Horan,2017-03-04,73
Machine Gun Kelly,2017-03-04,74
Julia Michaels,2017-03-04,75
Eric Church,2017-03-04,76
Clean Bandit,2017-03-04,77
Lupe Fiasco,2017-03-04,78
Chris Stapleton,2017-03-04,79
Andrew McMahon In The Wilderness,2017-03-04,80
Lil Yachty,2017-03-04,81
Kodak Black,2017-03-04,82
P!nk,2017-03-04,83
KYLE,2017-03-04,84
Dierks Bentley,2017-03-04,85
Chris Brown,2017-03-04,86
Kidz Bop Kids,2017-03-04,87
Skip Marley,2017-03-04,88
Meghan Trainor,2017-03-04,89
Miranda Lambert,2017-03-04,90
The Lumineers,2017-03-04,91
Kanye West,2017-03-04,92
Kenny Chesney,2017-03-04,93
PARTYNEXTDOOR,2017-03-04,94
Desiigner,2017-03-04,95
Chris Young,2017-03-04,96
Nicky Jam,2017-03-04,97
Charlie Puth,2017-03-04,98
Journey,2017-03-04,99
Kehlani,2017-03-04,100
Lady Gaga,2017-02-25,1
Big Sean,2017-02-25,2
Ed Sheeran,2017-02-25,3
Bruno Mars,2017-02-25,4
The Weeknd,2017-02-25,5
Drake,2017-02-25,6
Migos,2017-02-25,7
Reba McEntire,2017-02-25,8
The Chainsmokers,2017-02-25,9
Rihanna,2017-02-25,10
Adele,2017-02-25,11
twenty one pilots,2017-02-25,12
Ariana Grande,2017-02-25,13
Taylor Swift,2017-02-25,14
Shawn Mendes,2017-02-25,15
Alessia Cara,2017-02-25,16
Sam Hunt,2017-02-25,17
Zayn,2017-02-25,18
Eminem,2017-02-25,19
Beyonce,2017-02-25,20
Brantley Gilbert,2017-02-25,21
Maroon 5,2017-02-25,22
Justin Bieber,2017-02-25,23
Imagine Dragons,2017-02-25,24
John Legend,2017-02-25,25
Rae Sremmurd,2017-02-25,26
Metallica,2017-02-25,27
Garth Brooks,2017-02-25,28
Lil Uzi Vert,2017-02-25,29
Sia,2017-02-25,30
J. Cole,2017-02-25,31
BTS,2017-02-25,32
Marian Hill,2017-02-25,33
Keith Urban,2017-02-25,34
Kendrick Lamar,2017-02-25,35
Luke Bryan,2017-02-25,36
Justin Timberlake,2017-02-25,37
Jon Bellion,2017-02-25,38
Kari Jobe,2017-02-25,39
Amine,2017-02-25,40
Train,2017-02-25,41
Little Big Town,2017-02-25,42
Post Malone,2017-02-25,43
Camila Cabello,2017-02-25,44
Gucci Mane,2017-02-25,45
James Arthur,2017-02-25,46
Thomas Rhett,2017-02-25,47
Niall Horan,2017-02-25,48
Florida Georgia Line,2017-02-25,49
Panic! At The Disco,2017-02-25,50
Michael Jackson,2017-02-25,51
Future,2017-02-25,52
Jason Aldean,2017-02-25,53
Halsey,2017-02-25,54
DJ Snake,2017-02-25,55
Machine Gun Kelly,2017-02-25,56
Katy Perry,2017-02-25,57
Jon Pardi,2017-02-25,58
Blake Shelton,2017-02-25,59
The Lumineers,2017-02-25,60
Chris Brown,2017-02-25,61
Bebe Rexha,2017-02-25,62
Kehlani,2017-02-25,63
Zac Brown Band,2017-02-25,64
Travis Scott,2017-02-25,65
Daft Punk,2017-02-25,66
Chris Stapleton,2017-02-25,67
Nicki Minaj,2017-02-25,68
Selena Gomez,2017-02-25,69
Clean Bandit,2017-02-25,70
Eric Church,2017-02-25,71
Kidz Bop Kids,2017-02-25,72
P!nk,2017-02-25,73
Lil Yachty,2017-02-25,74
Meghan Trainor,2017-02-25,75
Maren Morris,2017-02-25,76
Carrie Underwood,2017-02-25,77
Dierks Bentley,2017-02-25,78
Fitz And The Tantrums,2017-02-25,79
Julia Michaels,2017-02-25,80
Kaleo,2017-02-25,81
